CSGroup,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,SC group,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category (group) 2,Sub-Category (group) 3,Sub-Category (group) 4,Sub-Category (group) 5,Sub-Category (group) 6,Sub-Category (group),Sub-Category
Rest,29.0,Office Supplies,San Francisco,United States,Duane Noonan,0.0,1,2015-10-12,CA-2015-139451,94122.0,Other,"Sortfiler Multipurpose Personal File Organizer, Black",6.0,1,West,Storage,21.0,Consumer,2015-10-16,Standard Class,California,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
CEF,31.0,Office Supplies,Durham,United States,Julie Creighton,20.0,1,2016-09-03,CA-2016-149734,27707.0,Other,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,63.0,7,South,"Binders, Bookcases, Chairs and 3 more",201.0,Corporate,2016-09-08,Standard Class,North Carolina,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,-21.0,Office Supplies,Chicago,United States,Christopher Schild,20.0,1,2018-11-13,US-2018-119662,60623.0,SAFCO,Safco Industrial Wire Shelving,-49.0,3,Central,Storage,230.0,Home Office,2018-11-16,First Class,Illinois,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
CEF,11.0,Furniture,Columbia,United States,Patrick O'Donnell,0.0,1,2018-05-28,CA-2018-140088,29203.0,Novimex,Novimex Swivel Fabric Task Chair,33.0,2,South,"Binders, Bookcases, Chairs and 3 more",302.0,Consumer,2018-05-30,Second Class,South Carolina,High Profits,Profits,Profits,Chairs,Chairs,Rest,Chairs
A&B,34.0,Technology,Rochester,United States,Paul Gonzalez,0.0,1,2018-10-26,CA-2018-155558,55901.0,Logitech,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,7.0,1,Central,"Accessories, Appliances, Art",20.0,Consumer,2018-11-02,Standard Class,Minnesota,High Profits,Profits,Profits,Accessories,Accessories,Rest,Accessories
Rest,48.0,Office Supplies,Rochester,United States,Paul Gonzalez,0.0,1,2018-10-26,CA-2018-155558,55901.0,Avery,Avery 511,3.0,2,Central,Labels,6.0,Consumer,2018-11-02,Standard Class,Minnesota,Less Profit,Profits,Profits,Labels,Labels,Rest,Labels
Rest,9.0,Office Supplies,Houston,United States,Gary Mitchum,20.0,1,2017-04-05,CA-2017-159695,77095.0,Eldon,Eldon Portable Mobile Manager,14.0,7,Central,Storage,158.0,Home Office,2017-04-10,Second Class,Texas,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
A&B,33.0,Office Supplies,Los Angeles,United States,Jim Sink,0.0,1,2017-09-17,CA-2017-109806,90036.0,Other,Turquoise Lead Holder with Pocket Clip,7.0,3,West,"Accessories, Appliances, Art",20.0,Corporate,2017-09-22,Standard Class,California,Less Profit,Profits,Profits,Art,Art,Rest,Art
Rest,11.0,Technology,Los Angeles,United States,Jim Sink,20.0,1,2017-09-17,CA-2017-109806,90036.0,Panasonic,Panasonic Kx-TS550,8.0,2,West,Phones,74.0,Corporate,2017-09-22,Standard Class,California,High Profits,Profits,Profits,Phones,Phones,Rest,Phones
Rest,48.0,Office Supplies,Los Angeles,United States,Jim Sink,0.0,1,2017-09-17,CA-2017-109806,90036.0,Xerox,Xerox 1995,3.0,1,West,Paper,6.0,Corporate,2017-09-22,Standard Class,California,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,48.0,Office Supplies,Minneapolis,United States,Karl Braun,0.0,1,2016-01-31,CA-2016-149587,55407.0,Xerox,Xerox 1999,6.0,2,Central,Paper,13.0,Consumer,2016-02-05,Second Class,Minnesota,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
CEF,31.0,Furniture,Minneapolis,United States,Karl Braun,0.0,1,2016-01-31,CA-2016-149587,55407.0,Seth Thomas,"Seth Thomas 13 1/2"" Wall Clock",17.0,3,Central,Furnishings,53.0,Consumer,2016-02-05,Second Class,Minnesota,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
A&B,49.0,Office Supplies,Minneapolis,United States,Karl Braun,0.0,1,2016-01-31,CA-2016-149587,55407.0,Ibico,Ibico Standard Transparent Covers,16.0,2,Central,"Binders, Bookcases, Chairs and 3 more",33.0,Consumer,2016-02-05,Second Class,Minnesota,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,-67.0,Office Supplies,Portland,United States,Roger Barcio,70.0,1,2018-11-06,US-2018-109484,97206.0,Other,Flexible Leather- Look Classic Collection Ring Binder,-4.0,1,West,"Binders, Bookcases, Chairs and 3 more",6.0,Home Office,2018-11-12,Standard Class,Oregon,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,42.0,Furniture,New York City,United States,Parhena Norris,0.0,1,2018-11-09,CA-2018-161018,10009.0,Other,9-3/4 Diameter Round Wall Clock,41.0,7,East,Furnishings,97.0,Home Office,2018-11-11,Second Class,New York,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
A&B,35.0,Office Supplies,San Francisco,United States,Katherine Ducich,20.0,1,2018-06-17,CA-2018-157833,94122.0,Other,Trimflex Flexible Post Binders,18.0,3,West,"Binders, Bookcases, Chairs and 3 more",51.0,Consumer,2018-06-20,First Class,California,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,29.0,Office Supplies,Saint Paul,United States,Elpida Rittenbach,0.0,1,2017-09-06,CA-2017-149223,55106.0,Fellowes,Fellowes Basic Home/Office Series Surge Protectors,23.0,6,Central,"Accessories, Appliances, Art",78.0,Corporate,2017-09-11,Standard Class,Minnesota,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
Rest,35.0,Office Supplies,Chicago,United States,Rick Bensley,20.0,1,2017-08-29,CA-2017-158568,60610.0,Avery,Avery Personal Creations Heavyweight Cards,23.0,7,Central,Paper,65.0,Home Office,2017-09-02,Standard Class,Illinois,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,-11.0,Technology,Chicago,United States,Rick Bensley,20.0,1,2017-08-29,CA-2017-158568,60610.0,SanDisk,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-11.0,3,Central,"Accessories, Appliances, Art",96.0,Home Office,2017-09-02,Standard Class,Illinois,High Profits,Profits,Profits,Accessories,Accessories,Rest,Accessories
A&B,-170.0,Office Supplies,Chicago,United States,Rick Bensley,80.0,1,2017-08-29,CA-2017-158568,60610.0,Avery,Avery Hidden Tab Dividers for Binding Systems,-3.0,3,Central,"Binders, Bookcases, Chairs and 3 more",2.0,Home Office,2017-09-02,Standard Class,Illinois,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
Rest,49.0,Office Supplies,Rochester,United States,Gary Zandusky,0.0,1,2017-12-01,CA-2017-129903,55901.0,Universal,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),12.0,4,Central,Paper,24.0,Consumer,2017-12-04,Second Class,Minnesota,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,-11.0,Technology,Aurora,United States,Lena Cacioppo,20.0,1,2016-11-13,US-2016-156867,80013.0,Logitech,Logitech K350 2.4Ghz Wireless Keyboard,-27.0,6,West,"Accessories, Appliances, Art",239.0,Consumer,2016-11-17,Standard Class,Colorado,High Profits,Profits,Profits,Accessories,Accessories,Rest,Accessories
CEF,-4.0,Furniture,Aurora,United States,Lena Cacioppo,20.0,1,2016-11-13,US-2016-156867,80013.0,Deflect-o,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",-4.0,3,West,Furnishings,102.0,Consumer,2016-11-17,Standard Class,Colorado,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
A&B,-70.0,Office Supplies,Aurora,United States,Lena Cacioppo,70.0,1,2016-11-13,US-2016-156867,80013.0,Avery,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-26.0,3,West,"Binders, Bookcases, Chairs and 3 more",37.0,Consumer,2016-11-17,Standard Class,Colorado,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
A&B,24.0,Technology,Charlotte,United States,Janet Martin,20.0,1,2018-11-23,CA-2018-119004,28205.0,Memorex,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.0,8,South,"Accessories, Appliances, Art",74.0,Consumer,2018-11-28,Standard Class,North Carolina,High Profits,Profits,Profits,Accessories,Accessories,Rest,Accessories
Rest,8.0,Technology,Charlotte,United States,Janet Martin,20.0,1,2018-11-23,CA-2018-119004,28205.0,Other,Speck Products Candyshell Flip Case,2.0,1,South,Phones,28.0,Consumer,2018-11-28,Standard Class,North Carolina,High Profits,Profits,Profits,Phones,Phones,Rest,Phones
A&B,33.0,Office Supplies,Charlotte,United States,Janet Martin,20.0,1,2018-11-23,CA-2018-119004,28205.0,Newell,Newell Chalk Holder,1.0,1,South,"Accessories, Appliances, Art",3.0,Consumer,2018-11-28,Standard Class,North Carolina,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,20.0,Technology,Orland Park,United States,Pete Armstrong,20.0,1,2016-10-15,CA-2016-129476,60462.0,Logitech,Logitech Gaming G510s - Keyboard,68.0,5,Central,"Accessories, Appliances, Art",340.0,Home Office,2016-10-20,Standard Class,Illinois,High Profits,Profits,Profits,Accessories,Accessories,Rest,Accessories
CEF,26.0,Furniture,New York City,United States,Cynthia Voltz,0.0,1,2018-12-25,CA-2018-146780,10035.0,Other,Magnifier Swing Arm Lamp,11.0,2,East,Furnishings,42.0,Corporate,2018-12-30,Standard Class,New York,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
A&B,30.0,Office Supplies,Urbandale,United States,Clay Ludtke,0.0,1,2017-11-03,CA-2017-128867,50322.0,Hunt,"Hunt PowerHouse Electric Pencil Sharpener, Blue",23.0,2,Central,"Accessories, Appliances, Art",76.0,Consumer,2017-11-10,Standard Class,Iowa,Less Profit,Profits,Profits,Art,Art,Rest,Art
A&B,49.0,Office Supplies,Urbandale,United States,Clay Ludtke,0.0,1,2017-11-03,CA-2017-128867,50322.0,Avery,"Avery Durable Plastic 1"" Binders",13.0,6,Central,"Binders, Bookcases, Chairs and 3 more",27.0,Consumer,2017-11-10,Standard Class,Iowa,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,36.0,Office Supplies,Columbus,United States,Ryan Crowe,20.0,1,2015-08-25,CA-2015-115259,43229.0,Other,"OIC Colored Binder Clips, Assorted Sizes",15.0,14,East,"Binders, Bookcases, Chairs and 3 more",40.0,Consumer,2015-08-27,Second Class,Ohio,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
CEF,35.0,Office Supplies,Columbus,United States,Ryan Crowe,20.0,1,2015-08-25,CA-2015-115259,43229.0,Other,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2.0,2,East,"Binders, Bookcases, Chairs and 3 more",5.0,Consumer,2015-08-27,Second Class,Ohio,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,31.0,Office Supplies,Columbus,United States,Ryan Crowe,20.0,1,2015-08-25,CA-2015-115259,43229.0,Xerox,Xerox 1921,7.0,3,East,Paper,24.0,Consumer,2015-08-27,Second Class,Ohio,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
CEF,34.0,Office Supplies,Columbus,United States,Ryan Crowe,20.0,1,2015-08-25,CA-2015-115259,43229.0,Tyvek,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",44.0,6,East,"Binders, Bookcases, Chairs and 3 more",130.0,Consumer,2015-08-27,Second Class,Ohio,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,21.0,Furniture,Seattle,United States,Dave Kipp,0.0,1,2016-03-02,CA-2016-110457,98103.0,Hon,Hon Racetrack Conference Tables,165.0,3,West,Tables,788.0,Consumer,2016-03-06,Standard Class,Washington,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Tables
A&B,-73.0,Office Supplies,Bristol,United States,Greg Guthrie,70.0,1,2016-04-05,US-2016-136476,37620.0,GBC,GBC DocuBind 300 Electric Binding Machine,-116.0,1,South,"Binders, Bookcases, Chairs and 3 more",158.0,Corporate,2016-04-10,Standard Class,Tennessee,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
CEF,39.0,Furniture,Wilmington,United States,Steven Cartwright,0.0,1,2017-06-12,CA-2017-103730,19805.0,Other,Artistic Insta-Plaque,18.0,3,East,Furnishings,47.0,Consumer,2017-06-15,First Class,Delaware,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
A&B,45.0,Office Supplies,Wilmington,United States,Steven Cartwright,0.0,1,2017-06-12,CA-2017-103730,19805.0,DXL,DXL Angle-View Binders with Locking Rings by Samsill,14.0,4,East,"Binders, Bookcases, Chairs and 3 more",31.0,Consumer,2017-06-15,First Class,Delaware,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
Rest,28.0,Office Supplies,Wilmington,United States,Steven Cartwright,0.0,1,2017-06-12,CA-2017-103730,19805.0,Other,"Companion Letter/Legal File, Black",63.0,6,East,Storage,227.0,Consumer,2017-06-15,First Class,Delaware,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
CEF,45.0,Office Supplies,Wilmington,United States,Steven Cartwright,0.0,1,2017-06-12,CA-2017-103730,19805.0,Global,Globe Weis Peel & Seel First Class Envelopes,52.0,9,East,"Binders, Bookcases, Chairs and 3 more",115.0,Consumer,2017-06-15,First Class,Delaware,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,29.0,Technology,Wilmington,United States,Steven Cartwright,0.0,1,2017-06-12,CA-2017-103730,19805.0,Other,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,20.0,7,East,Phones,68.0,Consumer,2017-06-15,First Class,Delaware,High Profits,Profits,Profits,Phones,Phones,Rest,Phones
CEF,-1.0,Furniture,Houston,United States,Alan Dominguez,30.0,1,2015-12-26,US-2015-152030,77041.0,Global,Global Deluxe High-Back Manager's Chair,-9.0,3,Central,"Binders, Bookcases, Chairs and 3 more",601.0,Home Office,2015-12-28,Second Class,Texas,High Profits,Profits,Profits,Chairs,Chairs,Rest,Chairs
Rest,-66.0,Furniture,Bloomington,United States,Philip Fox,50.0,1,2015-09-20,US-2015-134614,61701.0,Bevis,Bevis 44 x 96 Conference Tables,-408.0,6,Central,Tables,618.0,Consumer,2015-09-25,Standard Class,Illinois,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Tables
A&B,-77.0,Office Supplies,Phoenix,United States,Troy Staebel,70.0,1,2018-11-05,US-2018-107272,85023.0,Avery,"Avery Durable Slant Ring Binders, No Labels",-2.0,2,West,"Binders, Bookcases, Chairs and 3 more",2.0,Consumer,2018-11-12,Standard Class,Arizona,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
Rest,13.0,Office Supplies,Phoenix,United States,Troy Staebel,20.0,1,2018-11-05,US-2018-107272,85023.0,Other,"Trav-L-File Heavy-Duty Shuttle II, Black",30.0,7,West,Storage,244.0,Consumer,2018-11-12,Standard Class,Arizona,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
CEF,-11.0,Furniture,Los Angeles,United States,Lindsay Shagiari,20.0,1,2017-11-06,US-2017-125969,90004.0,Global,"Global Task Chair, Black",-9.0,2,West,"Binders, Bookcases, Chairs and 3 more",81.0,Home Office,2017-11-10,Second Class,California,High Profits,Profits,Profits,Chairs,Chairs,Rest,Chairs
CEF,11.0,Furniture,Los Angeles,United States,Lindsay Shagiari,0.0,1,2017-11-06,US-2017-125969,90004.0,Eldon,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,26.0,3,West,Furnishings,239.0,Home Office,2017-11-10,Second Class,California,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
Rest,-20.0,Technology,Columbus,United States,Dorothy Wardle,40.0,1,2018-02-02,US-2018-164147,43229.0,Anker,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,-12.0,5,East,Phones,60.0,Corporate,2018-02-05,First Class,Ohio,High Profits,Profits,Profits,Phones,Phones,Rest,Phones
Rest,38.0,Office Supplies,Columbus,United States,Dorothy Wardle,20.0,1,2018-02-02,US-2018-164147,43229.0,Xerox,Xerox 1916,29.0,2,East,Paper,78.0,Corporate,2018-02-05,First Class,Ohio,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
CEF,33.0,Office Supplies,Columbus,United States,Dorothy Wardle,20.0,1,2018-02-02,US-2018-164147,43229.0,Other,Staples,7.0,9,East,"Binders, Bookcases, Chairs and 3 more",21.0,Corporate,2018-02-05,First Class,Ohio,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
Rest,48.0,Office Supplies,Roseville,United States,Lena Creighton,0.0,1,2017-10-13,CA-2017-145583,95661.0,Xerox,Xerox 195,10.0,3,West,Paper,20.0,Consumer,2017-10-19,Standard Class,California,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
Rest,47.0,Office Supplies,Roseville,United States,Lena Creighton,0.0,1,2017-10-13,CA-2017-145583,95661.0,Xerox,Xerox 1880,17.0,1,West,Paper,35.0,Consumer,2017-10-19,Standard Class,California,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,30.0,Office Supplies,Roseville,United States,Lena Creighton,0.0,1,2017-10-13,CA-2017-145583,95661.0,Sanford,"Sanford Colorific Colored Pencils, 12/Box",3.0,4,West,"Accessories, Appliances, Art",12.0,Consumer,2017-10-19,Standard Class,California,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,49.0,Office Supplies,Roseville,United States,Lena Creighton,0.0,1,2017-10-13,CA-2017-145583,95661.0,Other,Ideal Clamps,2.0,2,West,"Binders, Bookcases, Chairs and 3 more",4.0,Consumer,2017-10-19,Standard Class,California,Less Profit,Profits,Profits,Fasteners,Fasteners,Rest,Fasteners
A&B,35.0,Office Supplies,Roseville,United States,Lena Creighton,20.0,1,2017-10-13,CA-2017-145583,95661.0,GBC,GBC Wire Binding Strips,27.0,3,West,"Binders, Bookcases, Chairs and 3 more",76.0,Consumer,2017-10-19,Standard Class,California,High Profits,Profits,Profits,Binders,Binders,Rest,Binders
Rest,28.0,Office Supplies,Roseville,United States,Lena Creighton,0.0,1,2017-10-13,CA-2017-145583,95661.0,Fiskars,Fiskars Softgrip Scissors,18.0,6,West,Supplies,66.0,Consumer,2017-10-19,Standard Class,California,Losses,Losses,Losses,"Bookcases, Supplies, Tables","Bookcases, Supplies, Tables","Bookcases, Supplies, Tables",Supplies
CEF,48.0,Furniture,Roseville,United States,Lena Creighton,0.0,1,2017-10-13,CA-2017-145583,95661.0,Other,Longer-Life Soft White Bulbs,21.0,14,West,Furnishings,43.0,Consumer,2017-10-19,Standard Class,California,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
CEF,13.0,Furniture,Philadelphia,United States,Jonathan Doherty,20.0,1,2017-09-05,CA-2017-110366,19140.0,Howard Miller,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10.0,2,East,Furnishings,83.0,Corporate,2017-09-07,Second Class,Pennsylvania,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
A&B,27.0,Office Supplies,San Francisco,United States,Sally Hughsby,0.0,1,2018-09-18,CA-2018-106180,94122.0,Newell,Newell 343,2.0,3,West,"Accessories, Appliances, Art",9.0,Corporate,2018-09-23,Standard Class,California,Less Profit,Profits,Profits,Art,Art,Rest,Art
CEF,47.0,Office Supplies,San Francisco,United States,Sally Hughsby,0.0,1,2018-09-18,CA-2018-106180,94122.0,Other,Convenience Packs of Business Envelopes,5.0,3,West,"Binders, Bookcases, Chairs and 3 more",11.0,Corporate,2018-09-23,Standard Class,California,Less Profit,Profits,Profits,Envelopes,Envelopes,Rest,Envelopes
Rest,48.0,Office Supplies,San Francisco,United States,Sally Hughsby,0.0,1,2018-09-18,CA-2018-106180,94122.0,Xerox,Xerox 1911,69.0,3,West,Paper,144.0,Corporate,2018-09-23,Standard Class,California,High Profits,Profits,Profits,Paper,Paper,Rest,Paper
A&B,26.0,Office Supplies,Independence,United States,Sandra Glassco,0.0,1,2018-12-22,CA-2018-155376,64055.0,Sanyo,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,218.0,3,Central,"Accessories, Appliances, Art",839.0,Consumer,2018-12-27,Standard Class,Missouri,High Profits,Profits,Profits,Appliances,Appliances,Rest,Appliances
Rest,3.0,Office Supplies,Pasadena,United States,Helen Andreada,0.0,1,2016-09-07,CA-2016-110744,91104.0,SAFCO,Safco Industrial Wire Shelving,20.0,7,West,Storage,672.0,Consumer,2016-09-12,Standard Class,California,High Profits,Profits,Profits,Storage,Storage,Rest,Storage
CEF,14.0,Furniture,Newark,United States,Maureen Gastineau,20.0,1,2015-10-22,CA-2015-110072,43055.0,Seth Thomas,"Seth Thomas 14"" Putty-Colored Wall Clock",13.0,4,East,Furnishings,94.0,Home Office,2015-10-28,Standard Class,Ohio,High Profits,Profits,Profits,Furnishings,Furnishings,Rest,Furnishings
Rest,27.0,Technology,Franklin,United States,Justin Ellison,0.0,1,2017-12-05,CA-2017-114489,53132.0,Plantronics,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.0,11,Central,Phones,384.0,Corporate,2017-12-09,Standard Class,Wisconsin,High Profits,Profits,Profits,Phones,Phones,Rest,Phones
Rest,4.0,Technology,Franklin,United States,Justin Ellison,0.0,1,2017-12-05,CA-2017-114489,53132.0,Anker,Anker Astro 15000mAh USB Portable Charger,6.0,3,Central,Phones,150.0,Corporate,2017-12-09,Standard Class,Wisconsin,High Profits,Profits,Profits,Phones,Phones,Rest,Phones
CEF,30.0,Furniture,Franklin,United States,Justin Ellison,0.0,1,2017-12-05,CA-2017-114489,53132.0,Hon,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",586.0,8,Central,"Binders, Bookcases, Chairs and 3 more",1952.0,Corporate,2017-12-09,Standard Class,Wisconsin,High Profits,Profits,Profits,Chairs,Chairs,Rest,Chairs
